hosted_image,label
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8060_img-0302/img-0302.jpeg,0
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8065_im-0030/im-0030.jpeg,0
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75e0_img304-0101-625/img304-0101-625.jpeg,1
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75cc_img278-0101-572/img278-0101-572.jpeg,1
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75cb_img834-im1002-2747/img834-im1002-2747.jpeg,1
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8060_im-0013/im-0013.jpeg,0
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad805d_im-0043/im-0043.jpeg,0
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75c6_img326-0101-672/img326-0101-672.jpeg,1
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8063_img-0317/img-0317.jpeg,0
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8061_im-0050/im-0050.jpeg,0
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75c4_img363-0101-742/img363-0101-742.jpeg,1
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75df_img277-im1002-1303/img277-im1002-1303.jpeg,1
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8061_im-0086/im-0086.jpeg,0
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75c5_img132-0101-266/img132-0101-266.jpeg,1
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75c8_img278-0101-573/img278-0101-573.jpeg,1
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad805f_im-0011-0001-0002/im-0011-0001-0002.jpeg,0
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad808c_img-im-0927-0001/img-im-0927-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8090_img-im-1127-0001/img-im-1127-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8064_img-0278/img-0278.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75cd_img341-im1002-1577/img341-im1002-1577.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75c9_img441-im1002-1912/img441-im1002-1912.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8091_img-im-1204-0001/img-im-1204-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8064_im-0041/im-0041.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75cc_img383-im1002-1749/img383-im1002-1749.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75de_img544-0101-1076/img544-0101-1076.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75d1_img947-0101-1618/img947-0101-1618.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8062_im-00-m01-33-0001/im-00-m01-33-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75d9_img1051-im1002-2985/img1051-im1002-2985.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8080_img-im-0578-0001/img-im-0578-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8089_img-im-0925-0001/img-im-0925-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75e1_img357-im1002-1640/img357-im1002-1640.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75c9_img712-0101-1310/img712-0101-1310.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8065_im-im1002-01/im-im1002-01.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75c7_img332-im1002-1537/img332-im1002-1537.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad807a_im-0672-0001/im-0672-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75d0_img575-0101-1119/img575-0101-1119.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75cd_img262-0101-544/img262-0101-544.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad807f_img-im-0555-0001-0001/img-im-0555-0001-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8085_img-im-0776-0001/img-im-0776-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75d7_img437-0101-888/img437-0101-888.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8083_img-im-0601-0001/img-im-0601-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8094_img-im-1440-0001/img-im-1440-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75d9_img375-0101-758/img375-0101-758.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8069_im-0290-0001/im-0290-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8091_img-im-1223-0001/img-im-1223-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8066_img-0300/img-0300.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75eb_img600-0101-1156/img600-0101-1156.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75ca_img3-im1002-10/img3-im1002-10.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75ca_img276-im1002-1299/img276-im1002-1299.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75ce_img889-im1002-2813/img889-im1002-2813.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75da_img126-0101-255/img126-0101-255.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad807e_img-im-0486-0001/img-im-0486-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75eb_img647-0101-1228/img647-0101-1228.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75d2_img755-0101-1382/img755-0101-1382.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad808f_img-im-1058-0001/img-im-1058-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8090_img-im-1102-0001-0002/img-im-1102-0001-0002.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75dc_img918-0101-1575/img918-0101-1575.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8078_im-0643-0001/im-0643-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75ec_img442-0101-900/img442-0101-900.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad807c_img-im-0419-0001/img-im-0419-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75cf_img325-0101-664/img325-0101-664.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75c7_img371-im1002-1700/img371-im1002-1700.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad807e_img-im-0531-0001/img-im-0531-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad807c_im-0764-0001/im-0764-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8067_im-0226-0001/im-0226-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8084_img-im-0619-0001/img-im-0619-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad806e_im-0520-0001/im-0520-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75d6_img44-im1002-218/img44-im1002-218.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75cf_img258-im1002-1206/img258-im1002-1206.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75d6_img88-0101-161/img88-0101-161.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75db_img348-0101-714/img348-0101-714.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75d4_img896-0101-1548/img896-0101-1548.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8081_img-im-0585-0001/img-im-0585-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75dd_img662-im1002-2554/img662-im1002-2554.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75d0_img597-im1002-2451/img597-im1002-2451.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75d5_img140-0101-284/img140-0101-284.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75ca_img600-im1002-2456/img600-im1002-2456.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75cd_img680-im1002-2575/img680-im1002-2575.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75e7_img556-0101-1096/img556-0101-1096.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad808e_img-im-0999-0001/img-im-0999-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad806f_im-0546-0001/im-0546-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8083_img-im-0609-0001/img-im-0609-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75d9_img328-im1002-1514/img328-im1002-1514.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75c7_img731-im1002-2633/img731-im1002-2633.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75e9_img445-0101-916/img445-0101-916.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75c9_img328-im1002-1513/img328-im1002-1513.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75d0_img453-0101-935/img453-0101-935.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8093_img-im-1341-0001/img-im-1341-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75e0_img124-0101-239/img124-0101-239.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75ce_img661-0101-1245/img661-0101-1245.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad806a_im-0451-0001/im-0451-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75db_img393-0101-784/img393-0101-784.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75dd_img718-0101-1316/img718-0101-1316.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad807d_img-im-0466-0001/img-im-0466-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8092_img-im-1261-0001/img-im-1261-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75c7_img419-0101-859/img419-0101-859.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad806b_im-0493-0001/im-0493-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8086_img-im-0860-0001/img-im-0860-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad808f_img-im-1060-0001/img-im-1060-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75cd_img559-im1002-2329/img559-im1002-2329.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8093_img-im-1334-0001/img-im-1334-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75ec_img688-im1002-2584/img688-im1002-2584.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75d3_img542-im1002-2276/img542-im1002-2276.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8087_img-im-0907-0001/img-im-0907-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad808d_img-im-0936-0001/img-im-0936-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8085_img-im-0647-0001/img-im-0647-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75da_img458-im1002-1952/img458-im1002-1952.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75d3_img359-im1002-1645/img359-im1002-1645.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75e2_img410-0101-821/img410-0101-821.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8088_img-im-0919-0001/img-im-0919-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8066_img-0285/img-0285.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75df_img507-im1002-2141/img507-im1002-2141.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8077_im-0618-0001/im-0618-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75cf_img40-im1002-202/img40-im1002-202.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75d4_img278-0101-575/img278-0101-575.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad8073_im-0580-0001/im-0580-0001.jpeg,
https://s3.amazonaws.com/video.udacity-data.com/topher/2019/April/5cad75d7_img354-im1002-1633/img354-im1002-1633.jpeg,